"full_name","spec_B","spec_T","spkid","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
"549459 (2011 JX1)",,,20549459,549459,,,Y,N,0,17.99,,,,,,,,,,,,,,,,,"JPL 34",2460600.5,60600,2024-10-17.0,J2000,0.7394,2.087,0.544,23.92,130.61,221.89,150.54,3.63,0.327,2460140.06,2023-07-14.5,1.1e+03,3.01,0.277,108,2.08,3.27,1.5e-07,1.4e-08,3.1e-07,4.5e-05,2.4e-05,1.7e-05,1.3e-05,2.4e-08,3.3e-09,3.7e-05,1.1e-05,APO,"Otto Matic",4669,2011-05-02,2024-02-12,125,,,0,.53511,,,,,,,,,
"549948 (2011 WL2)",,,20549948,549948,,,Y,Y,0,20.84,,,,,,,,,,,,,,,,,"JPL 60",2460600.5,60600,2024-10-17.0,J2000,0.2834,1.078,0.772,14.13,212.91,88.85,275.83,1.38,0.8811,2460696.03,2025-01-20.5,409,1.12,0.00173,0.673,3.84,5.67,1.1e-07,2.5e-09,1.2e-07,6.5e-06,2.3e-05,1.9e-05,3.7e-05,3.2e-09,3.1e-09,4.2e-05,1.4e-06,APO,"Otto Matic",3931,2010-04-14,2021-01-17,284,,,0,.43464,,,,,,,,,
"550271 (2012 DP8)",,,20550271,550271,,,Y,N,0,19.76,,,,,,,,,,,,,,,,,"JPL 52",2460600.5,60600,2024-10-17.0,J2000,0.2158,1.344,1.054,24.10,350.27,331.43,247.63,1.63,0.6323,2460778.22,2025-04-12.7,569,1.56,0.0695,27,3.75,4.78,4.3e-08,5.7e-09,5.8e-08,1.2e-05,5.9e-06,1.8e-05,1.2e-05,6.9e-09,4.0e-09,1.9e-05,3.6e-06,AMO,"Otto Matic",9388,1998-02-23,2023-11-07,287,,,0,.43402,,,,,,,,,
"551685 (2013 HT15)",,,20551685,551685,,,Y,Y,0,21.82,,,,,,,,,,,,,,,,,"JPL 43",2460600.5,60600,2024-10-17.0,J2000,0.4229,1.101,0.635,2.92,23.28,315.92,265.36,1.57,0.8529,2460711.45,2025-02-04.9,422,1.16,0.0269,10.5,3.82,5.56,3.5e-08,1.9e-09,3.8e-08,3.7e-06,5.6e-05,5.6e-05,7.3e-06,2.7e-09,2.2e-09,8.7e-06,1.1e-06,APO,"Otto Matic",6146,2006-03-26,2023-01-22,137,3,2,0,.53998,,,,,,,,,
"554126 (2012 NP)",,,20554126,554126,,,Y,N,0,21.40,,,,,,,,,,19.64,,,,,,,"JPL 81",2460600.5,60600,2024-10-17.0,J2000,0.4709,2.09,1.106,7.36,149.33,160.89,17.32,3.07,0.3262,2460547.41,2024-08-24.9,1.1e+03,3.02,0.0992,38.6,2.23,3.6,1.9e-08,3.4e-09,4.1e-08,2.9e-06,1.6e-05,1.8e-05,6.0e-06,5.0e-09,7.9e-10,1.8e-05,2.7e-06,AMO,"Otto Matic",7533,2003-10-23,2024-06-07,445,,,0,.41779,,,,,,,,,
"555122 (2013 RF36)",,,20555122,555122,,,Y,N,0,16.97,,,,,,,,,,,,,,,,,"JPL 39",2460600.5,60600,2024-10-17.0,J2000,0.7176,2.303,0.650,28.28,240.74,181.49,19.11,3.96,0.2819,2460532.71,2024-08-10.2,1.28e+03,3.5,0.337,131,1.41,3.08,1.7e-07,4.7e-08,4.1e-07,2.6e-05,4.2e-05,4.3e-05,2.2e-05,8.1e-08,8.7e-09,7.8e-05,3.9e-05,APO,"Otto Matic",2764,2013-09-05,2021-03-31,119,,,0,.48024,,,,,,,,,
"558307 (2015 AS45)",,,20558307,558307,,,Y,N,0,17.56,,,,,,,,,,47.9,,,,,,,"JPL 135",2460600.5,60600,2024-10-17.0,J2000,0.6315,3.213,1.184,20.40,147.06,33.76,225.75,5.24,0.1711,2461385.02,2026-12-10.5,2.1e+03,5.76,0.241,93.7,0.391,2.76,2.5e-08,4.8e-08,6.8e-08,3.9e-06,9.3e-06,1.2e-05,4.2e-06,7.9e-08,3.9e-09,4.1e-05,4.8e-05,AMO,"Otto Matic",4035,2010-07-20,2021-08-06,808,,,0,.40809,,,,,,,,,
"560563 (2015 HH10)",,,20560563,560563,,,Y,N,0,18.14,,,,,,,,,,2.888,,,,,,,"JPL 102",2460600.5,60600,2024-10-17.0,J2000,0.6518,1.614,0.562,8.01,254.07,143.28,6.46,2.67,0.4807,2460587.06,2024-10-03.5,749,2.05,0.101,39.3,2.8,4.06,3.1e-08,8.7e-09,5.0e-08,5.0e-06,2.9e-05,2.9e-05,4.4e-06,1.4e-08,3.9e-09,9.0e-06,6.0e-06,APO,"Otto Matic",4139,2013-04-09,2024-08-08,780,,,0,.38286,,,,,,,,,
"564883 (2016 TZ56)",,,20564883,564883,,,Y,N,0,19.30,,,,,,,,,,,,,,,,,"JPL 66",2460600.5,60600,2024-10-17.0,J2000,0.3230,1.555,1.052,60.65,194.31,271.90,338.04,2.06,0.5085,2460643.69,2024-11-29.1,708,1.94,0.351,136,3.49,3.85,4.5e-08,1.6e-08,6.3e-08,2.3e-05,3.8e-06,1.8e-05,1.4e-05,2.1e-08,7.8e-09,2.8e-05,1.1e-05,AMO,"Otto Matic",2402,2016-10-10,2023-05-09,348,,,0,.65535,,,,,,,,,
"564934 (2016 WE1)",,,20564934,564934,,,Y,N,0,19.52,,,,,,,,,,,,,,,,,"JPL 63",2460600.5,60600,2024-10-17.0,J2000,0.3516,1.995,1.294,5.59,228.90,267.40,234.20,2.70,0.3498,2460960.14,2025-10-11.6,1.03e+03,2.82,0.328,128,2.39,3.76,4.6e-08,9.1e-09,9.0e-08,6.5e-06,5.4e-05,5.8e-05,1.1e-05,1.2e-08,2.4e-09,3.3e-05,7.1e-06,AMO,"Otto Matic",7473,2002-11-23,2023-05-10,251,,,0,.51118,,,,,,,,,
"566540 (2018 RW7)",,,20566540,566540,,,Y,N,0,21.61,,,,,,,,,,,,,,,0.47,,"JPL 28",2460600.5,60600,2024-10-17.0,J2000,0.4444,1.615,0.897,9.24,164.44,287.77,299.64,2.33,0.4803,2460726.18,2025-02-19.6,750,2.05,0.0639,24.9,2.94,4.21,2.2e-08,6.6e-09,3.6e-08,5.6e-06,1.9e-05,2.0e-05,1.0e-05,9.5e-09,2.9e-09,2.2e-05,4.6e-06,APO,"Otto Matic",2882,2013-05-12,2021-04-02,183,,,0,.56998,,,,,,,,,
"567077 (2019 LW1)",,,20567077,567077,,,Y,N,0,19.21,,,,,,,,,,10.54,,,,,0.34,,"JPL 51",2460600.5,60600,2024-10-17.0,J2000,0.4921,2.387,1.212,8.02,136.46,193.21,145.00,3.56,0.2672,2460057.86,2023-04-23.3,1.35e+03,3.69,0.203,79.1,1.81,3.35,2.8e-08,3.2e-08,6.2e-08,3.5e-06,2.0e-05,2.2e-05,8.4e-06,4.7e-08,5.3e-09,2.2e-05,2.7e-05,AMO,"Otto Matic",4039,2008-12-02,2019-12-24,301,,,0,.49767,,,,,,,,,
"567092 (2019 SJ10)",,,20567092,567092,,,Y,N,0,17.47,,,,,,,,,,,,,,,0.28,,"JPL 13",2460600.5,60600,2024-10-17.0,J2000,0.5864,2.479,1.025,6.75,43.65,27.46,55.93,3.93,0.2525,2460378.99,2024-03-09.4,1.43e+03,3.9,0.0559,21.8,1.44,3.21,8.7e-08,7.3e-08,2.4e-07,6.3e-06,8.8e-05,1.0e-04,5.1e-05,1.2e-07,1.1e-08,2.0e-04,6.3e-05,AMO,"Otto Matic",5499,2009-04-18,2024-05-08,98,,,0,.4818,,,,,,,,,
"572822 (2008 UC)",,,20572822,572822,,,Y,N,0,18.99,,,,,,,,,,,,,,,,,"JPL 60",2460600.5,60600,2024-10-17.0,J2000,0.4534,1.976,1.080,10.26,99.14,338.16,249.20,2.87,0.3549,2460912.69,2025-08-25.1,1.01e+03,2.78,0.109,42.2,2.43,3.71,4.4e-08,4.8e-09,8.5e-08,5.5e-06,4.2e-05,4.3e-05,8.5e-06,6.9e-09,1.3e-09,2.5e-05,3.7e-06,AMO,"Otto Matic",5291,2008-10-19,2023-04-15,201,,,0,.58451,,,,,,,,,
"574660 (2010 TM167)",,,20574660,574660,,,Y,N,0,20.98,,,,,,,,,,,,,,,,,"JPL 24",2460600.5,60600,2024-10-17.0,J2000,0.4962,1.16,0.584,5.31,196.92,356.66,289.42,1.74,0.7889,2460689.97,2025-01-14.4,456,1.25,0.0874,34,3.22,5.3,1.7e-07,6.1e-09,2.0e-07,1.1e-05,6.5e-05,1.1e-04,1.7e-04,9.1e-09,6.2e-09,2.1e-04,3.6e-06,APO,"Otto Matic",3987,2010-10-14,2021-09-13,70,,,1,.61145,,,,,,,,,
"576330 (2012 PW)",,,20576330,576330,,,Y,N,0,18.79,,,,,,,,,,,,,,,,,"JPL 65",2460600.5,60600,2024-10-17.0,J2000,0.4773,1.772,0.926,22.31,214.51,166.80,40.88,2.62,0.4178,2460502.63,2024-07-11.1,862,2.36,0.0576,22.4,2.86,3.88,4.2e-08,7.4e-09,7.4e-08,8.4e-06,2.0e-05,2.0e-05,1.2e-05,1.1e-08,2.6e-09,2.9e-05,5.4e-06,APO,"Otto Matic",3227,2012-08-06,2021-06-07,318,,,0,.38766,,,,,,,,,
"576763 (2012 UR136)",,,20576763,576763,,,Y,Y,0,19.30,,,,,,,,,,,,,,,,,"JPL 36",2460600.5,60600,2024-10-17.0,J2000,0.4607,1.916,1.033,6.06,87.51,202.78,238.36,2.80,0.3716,2460927.88,2025-09-09.3,969,2.65,0.0323,12.6,2.4,3.79,1.4e-07,1.4e-08,2.7e-07,1.2e-05,1.1e-04,1.1e-04,5.8e-05,2.1e-08,4.2e-09,1.6e-04,1.1e-05,AMO,"Otto Matic",2971,2012-10-20,2020-12-08,98,,,0,.53108,,,,,,,,,
"577723 (2013 PF10)",,,20577723,577723,,,Y,N,0,20.17,,,,,,,,,,,,,,,,,"JPL 23",2460600.5,60600,2024-10-17.0,J2000,0.5125,1.361,0.663,17.25,168.17,359.97,106.61,2.06,0.6209,2460428.79,2024-04-28.2,580,1.59,0.287,112,2.92,4.66,6.7e-08,8.5e-09,9.4e-08,6.1e-06,2.0e-05,3.0e-05,3.2e-05,1.3e-08,5.8e-09,5.0e-05,5.4e-06,APO,"Otto Matic",5082,2010-08-20,2024-07-19,106,,,0,.55312,,,,,,,,,
"580109 (2015 BF4)",,,20580109,580109,,,Y,N,0,20.50,,,,,,,,,,,,,,,,,"JPL 120",2460600.5,60600,2024-10-17.0,J2000,0.4307,2.071,1.179,5.79,238.85,207.83,100.13,2.96,0.3307,2460297.69,2023-12-19.1,1.09e+03,2.98,0.201,78.2,2.3,3.65,4.5e-08,3.0e-09,9.2e-08,3.0e-06,1.4e-05,2.0e-05,6.6e-06,4.3e-09,7.1e-10,2.0e-05,2.3e-06,AMO,"Otto Matic",7764,2002-10-31,2024-02-02,567,,,0,.49522,,,,,,,,,
"584604 (2017 OD20)",,,20584604,584604,,,Y,N,0,22.67,,,,,,,,,,,,,,,,,"JPL 21",2460600.5,60600,2024-10-17.0,J2000,0.2175,1.592,1.245,4.66,288.83,31.36,208.37,1.94,0.4909,2460909.39,2025-08-21.8,733,2.01,0.236,91.9,3.34,4.34,9.4e-08,4.6e-09,1.5e-07,4.8e-06,2.9e-05,8.6e-05,4.9e-05,5.6e-09,2.1e-09,1.0e-04,3.2e-06,AMO,"Otto Matic",3582,2013-08-26,2023-06-17,111,,,0,.42317,,,,,,,,,
"584693 (2017 QF17)",,,20584693,584693,,,Y,N,0,19.70,,,,,,,,,,,,,,,,,"JPL 45",2460600.5,60600,2024-10-17.0,J2000,0.3379,1.616,1.070,17.09,321.29,248.46,263.06,2.16,0.4796,2460802.61,2025-05-07.1,751,2.05,0.207,80.7,2.95,4.22,5.7e-08,1.2e-08,9.5e-08,1.4e-05,1.0e-05,1.9e-05,1.1e-05,1.6e-08,5.3e-09,2.4e-05,8.2e-06,AMO,"Otto Matic",2804,2015-07-23,2023-03-27,186,,,0,.49344,,,,,,,,,
"585185 (2017 VT12)",,,20585185,585185,,,Y,N,0,20.43,,,,,,,,,,,,,,,,,"JPL 57",2460600.5,60600,2024-10-17.0,J2000,0.4724,1.321,0.697,6.57,18.67,142.99,155.80,1.95,0.6489,2460360.39,2024-02-19.8,555,1.52,0.0886,34.5,3.04,4.82,4.1e-08,4.6e-09,5.6e-08,3.5e-06,2.5e-05,2.6e-05,1.1e-05,6.7e-09,3.4e-09,1.6e-05,2.9e-06,APO,"Otto Matic",3296,2015-07-24,2024-08-01,339,,,0,.47667,,,,,,,,,
"585310 (2017 YZ1)",,,20585310,585310,,,Y,Y,0,20.41,,,,,,,,,,,,,,,,,"JPL 54",2460600.5,60600,2024-10-17.0,J2000,0.3351,1.328,0.883,20.87,277.70,298.49,99.80,1.77,0.6442,2460445.57,2024-05-15.0,559,1.53,0.000695,0.27,3.35,4.81,2.9e-08,3.4e-09,3.7e-08,6.8e-06,7.3e-06,8.8e-06,3.9e-06,4.5e-09,2.4e-09,6.1e-06,2.1e-06,APO,"Otto Matic",4308,2012-10-17,2024-08-03,284,,,0,.4534,,,,,,,,,
"585428 (2018 NP1)",,,20585428,585428,,,Y,N,0,20.97,,,,,,,,,,,,,,,,,"JPL 20",2460600.5,60600,2024-10-17.0,J2000,0.2309,1.023,0.787,27.66,114.45,355.83,210.57,1.26,0.9529,2460757.32,2025-03-22.8,378,1.03,0.196,76.1,3.85,5.85,2.3e-07,2.8e-08,2.2e-07,1.9e-05,8.6e-06,5.9e-05,1.1e-04,3.4e-08,3.9e-08,1.2e-04,1.5e-05,APO,"Otto Matic",1477,2017-06-10,2021-06-26,74,,,1,.51387,,,,,,,,,
"585734 (2019 BA1)",,,20585734,585734,,,Y,N,0,22.20,,,,,,,,,,,,,,,0.46,,"JPL 11",2460600.5,60600,2024-10-17.0,J2000,0.3858,1.586,0.974,26.83,116.53,74.60,285.91,2.20,0.4934,2460750.68,2025-03-16.1,730,2,0.191,74.1,3.07,4.19,5.8e-08,8.6e-09,9.2e-08,1.9e-05,6.1e-06,2.3e-05,1.5e-05,1.2e-08,4.0e-09,3.2e-05,5.9e-06,APO,"Otto Matic",2913,2013-07-18,2021-07-09,65,,,0,.70211,,,,,,,,,
"591179 (2013 EU9)",,,20591179,591179,,,Y,N,0,21.66,,,,,,,,,,,,,,,,,"JPL 56",2460600.5,60600,2024-10-17.0,J2000,0.1932,1.361,1.098,3.87,233.28,340.69,83.63,1.62,0.621,2460465.84,2024-06-04.3,580,1.59,0.0943,36.7,3.34,4.83,3.1e-08,3.7e-09,4.1e-08,3.3e-06,2.5e-05,2.8e-05,2.0e-05,4.4e-09,2.5e-09,3.2e-05,2.3e-06,AMO,"Otto Matic",6953,2004-12-20,2024-01-03,238,,,0,.44146,,,,,,,,,
"592968 (2015 FV118)",,,20592968,592968,,,Y,N,0,21.68,,,,,,,,,,,,,,,,,"JPL 50",2460600.5,60600,2024-10-17.0,J2000,0.5839,0.8581,0.357,6.24,98.47,267.60,220.06,1.36,1.24,2460713.35,2025-02-06.8,290,0.795,0.0744,28.9,4.1,6.72,3.8e-08,5.7e-09,3.3e-08,2.6e-06,6.5e-05,6.2e-05,1.9e-05,9.1e-09,1.2e-08,1.6e-05,2.9e-06,ATE,"Otto Matic",7339,2003-03-24,2023-04-27,159,,,0,.46799,,,,4.9e-14,1.3e-14,,,,
"594769 (2017 XD62)",,,20594769,594769,,,Y,N,0,19.62,,,,,,,,,,,,,,,,,"JPL 40",2460600.5,60600,2024-10-17.0,J2000,0.3121,1.643,1.130,26.60,259.79,77.38,151.94,2.16,0.4681,2460275.94,2023-11-27.4,769,2.11,0.307,120,3.39,4.12,4.5e-08,3.9e-08,9.3e-08,1.2e-05,1.1e-05,2.8e-05,2.4e-05,5.1e-08,1.7e-08,4.0e-05,2.8e-05,AMO,"Otto Matic",4122,2012-01-26,2023-05-10,191,,,0,.42967,,,,,,,,,
"594913 'Aylo'chaxnim (2020 AV2)",,,20594913,594913,'Aylo'chaxnim,,Y,N,0,16.20,,,,,,,,,,,,,,,0.78,,"JPL 42",2460600.5,60600,2024-10-17.0,J2000,0.1771,0.5554,0.457,15.87,6.69,187.35,72.14,0.65,2.381,2460570.21,2024-09-16.7,151,0.414,0.347,135,4.3,9.99,8.3e-07,5.2e-08,4.7e-07,5.9e-05,2.3e-04,3.0e-04,6.4e-04,6.1e-08,3.3e-07,2.7e-04,2.1e-05,IEO,"Otto Matic",1356,2020-01-04,2023-09-21,261,,,2,.34293,,,,,,,,,
"594936 (2021 EX2)",,,20594936,594936,,,Y,N,0,17.75,,,,,,,,,,,,,,,0.30,,"JPL 13",2460600.5,60600,2024-10-17.0,J2000,0.7370,2.489,0.655,6.76,2.25,16.06,338.12,4.32,0.2509,2460687.68,2025-01-12.1,1.43e+03,3.93,0.107,41.7,1.17,3.02,1.1e-07,8.3e-08,2.8e-07,1.2e-05,8.0e-05,8.0e-05,1.7e-05,1.4e-07,1.3e-08,7.2e-05,7.2e-05,APO,"Otto Matic",8122,2002-03-12,2024-06-06,96,,,0,.61979,,,,,,,,,
"594938 (2021 GE13)",,,20594938,594938,,,Y,N,0,18.07,,,,,,,,,,,,,,,0.38,,"JPL 32",2460600.5,60600,2024-10-17.0,J2000,0.4713,2.186,1.156,29.65,115.30,156.11,25.26,3.22,0.3049,2460517.66,2024-07-26.1,1.18e+03,3.23,0.167,65.1,2.06,3.37,5.1e-08,1.4e-08,1.1e-07,6.6e-06,1.5e-05,1.8e-05,6.7e-06,2.1e-08,3.0e-09,2.2e-05,1.2e-05,AMO,"Otto Matic",4899,2011-03-09,2024-08-06,175,,,0,.65088,,,,,,,,,
"595116 (2001 QE96)",,,20595116,595116,,,Y,N,0,22.84,,,,,,,,,,,,,,,,,"JPL 24",2460600.5,60600,2024-10-17.0,J2000,0.0281,1.311,1.274,7.27,150.23,278.79,57.67,1.35,0.6568,2460512.70,2024-07-21.1,548,1.5,0.301,117,3.66,4.96,1.7e-06,5.5e-09,2.2e-06,2.6e-05,1.8e-05,1.2e-03,1.3e-03,5.7e-09,4.1e-09,1.9e-03,3.5e-06,AMO,"Otto Matic",7682,2001-08-21,2022-09-02,69,,,0,.60102,,,,-1.3e-13,1.9e-14,,,,
"597171 (2006 UD63)",,,20597171,597171,,,Y,N,0,18.91,,,,,,,,,,83.97,,,,,,,"JPL 115",2460600.5,60600,2024-10-17.0,J2000,0.4676,2.325,1.238,7.43,148.82,135.37,76.11,3.41,0.278,2460326.75,2024-01-17.2,1.29e+03,3.54,0.242,94.1,1.81,3.41,3.5e-08,9.5e-09,8.2e-08,4.2e-06,1.7e-05,2.5e-05,5.1e-06,1.4e-08,1.7e-09,1.9e-05,7.9e-06,AMO,"Otto Matic",6824,2002-03-12,2020-11-16,603,,,0,.37728,,,,,,,,,
"598001 (2008 CZ21)",,,20598001,598001,,,Y,N,0,20.53,,,,,,,,,,,,,,,,,"JPL 43",2460600.5,60600,2024-10-17.0,J2000,0.1446,1.432,1.225,17.05,335.52,68.60,343.36,1.64,0.5753,2460629.42,2024-11-14.9,626,1.71,0.297,116,3.66,4.63,1.1e-07,3.4e-09,1.5e-07,1.3e-05,1.5e-05,9.5e-05,7.5e-05,3.9e-09,2.0e-09,1.3e-04,2.2e-06,AMO,"Otto Matic",6091,2008-02-08,2024-10-12,143,,,0,.52807,,,,,,,,,
"601696 (2013 LV28)",,,20601696,601696,,,Y,N,0,18.74,,,,,,,,,,,,,,,,,"JPL 47",2460600.5,60600,2024-10-17.0,J2000,0.6886,1.485,0.462,24.02,139.04,24.39,151.32,2.51,0.5447,2460322.71,2024-01-13.2,661,1.81,0.294,115,2.54,4.21,5.4e-08,1.1e-08,8.1e-08,9.2e-06,1.1e-05,1.4e-05,1.3e-05,1.8e-08,6.0e-09,2.3e-05,7.3e-06,APO,"Otto Matic",4109,2013-06-10,2024-09-09,177,,,0,.51402,,,,,,,,,
"601798 (2013 RX80)",,,20601798,601798,,,Y,N,0,18.21,,,,,,,,,,,,,,,,,"JPL 42",2460600.5,60600,2024-10-17.0,J2000,0.6902,1.889,0.585,9.28,313.88,163.66,67.83,3.19,0.3795,2460421.77,2024-04-21.2,949,2.6,0.154,60,1.94,3.62,5.8e-08,1.8e-08,1.1e-07,6.3e-06,5.1e-05,5.3e-05,2.3e-05,3.1e-08,5.6e-09,5.7e-05,1.4e-05,APO,"Otto Matic",11368,1993-04-18,2024-06-02,229,,,0,.42775,,,,,,,,,
"604197 (2015 MO66)",,,20604197,604197,,,Y,N,0,20.10,,,,,,,,,,,,,,,,,"JPL 25",2460600.5,60600,2024-10-17.0,J2000,0.5537,1.231,0.549,25.00,72.09,323.20,225.36,1.91,0.7215,2460787.10,2025-04-21.5,499,1.37,0.235,91.6,3.58,4.96,1.7e-07,2.1e-08,2.0e-07,1.6e-05,1.7e-05,3.5e-05,8.9e-05,3.3e-08,1.9e-08,1.3e-04,1.3e-05,APO,"Otto Matic",2918,2015-06-21,2023-06-17,83,,,1,.41803,,,,,,,,,
"605070 (2016 BT39)",,,20605070,605070,,,Y,Y,0,19.67,,,,,,,,,,,,,,,,,"JPL 18",2460600.5,60600,2024-10-17.0,J2000,0.5382,1.968,0.909,8.96,174.97,203.19,80.29,3.03,0.3569,2460375.56,2024-03-06.0,1.01e+03,2.76,0.0478,18.6,2.44,3.67,5.2e-08,3.4e-08,9.7e-08,5.1e-06,6.3e-05,6.4e-05,3.2e-05,5.3e-08,9.3e-09,8.4e-05,2.6e-05,APO,"Otto Matic",4006,2008-02-13,2019-02-01,90,,,0,.69744,,,,,,,,,
"605489 (2016 NW22)",,,20605489,605489,,,Y,N,0,21.11,,,,,,,,,,,,,,,,,"JPL 31",2460600.5,60600,2024-10-17.0,J2000,0.3990,2.106,1.266,5.28,202.20,111.50,245.12,2.95,0.3225,2460956.76,2025-10-08.2,1.12e+03,3.06,0.27,105,2.39,3.63,9.1e-08,2.7e-08,2.1e-07,4.0e-06,4.6e-05,5.0e-05,2.3e-05,3.7e-08,6.2e-09,7.9e-05,2.1e-05,AMO,"Otto Matic",4230,2010-11-01,2022-06-01,173,,,0,.44041,,,,,,,,,
"605911 Cecily (2016 XD1)",,,20605911,605911,Cecily,,Y,N,0,19.22,,,,,,,,,,,,,,,,,"JPL 74",2460600.5,60600,2024-10-17.0,J2000,0.2946,1.783,1.257,14.50,289.61,205.28,74.23,2.31,0.4141,2460421.25,2024-04-20.7,869,2.38,0.288,112,2.79,4,8.0e-08,9.5e-09,1.5e-07,5.7e-06,1.6e-05,1.9e-05,1.6e-05,1.2e-08,3.3e-09,3.8e-05,6.9e-06,AMO,"Otto Matic",4469,2011-09-20,2023-12-15,383,,,0,.45449,,,,,,,,,
"606367 (2017 VB)",,,20606367,606367,,,Y,N,0,16.81,,,,,,,,,,,,,,,,,"JPL 21",2460600.5,60600,2024-10-17.0,J2000,0.5028,1.582,0.786,25.56,346.81,270.53,330.21,2.38,0.4954,2460660.63,2024-12-16.1,727,1.99,0.107,41.7,3.11,4.15,1.9e-06,3.5e-08,3.0e-06,2.5e-05,1.7e-04,3.1e-04,8.5e-04,5.2e-08,1.6e-08,1.7e-03,2.4e-05,APO,"Otto Matic",4431,2011-09-10,2023-10-28,93,,,2,.52886,,,,,,,,,
"606438 (2017 XK61)",,,20606438,606438,,,Y,N,0,18.14,,,,,,,,,,,,,,,,,"JPL 26",2460600.5,60600,2024-10-17.0,J2000,0.3688,1.605,1.013,27.11,32.21,304.80,231.08,2.20,0.4848,2460866.41,2025-07-09.9,743,2.03,0.131,50.8,3.42,4.16,4.7e-07,2.2e-08,7.4e-07,9.3e-06,3.8e-05,5.7e-05,8.4e-05,3.0e-08,1.0e-08,1.8e-04,1.5e-05,APO,"Otto Matic",17388,1976-05-29,2024-01-06,99,,,0,.60995,,,,,,,,,
"606441 (2017 YT5)",,,20606441,606441,,,Y,Y,0,19.09,,,,,,,,,,,,,,,,,"JPL 47",2460600.5,60600,2024-10-17.0,J2000,0.4192,1.796,1.043,36.47,133.53,197.04,46.85,2.55,0.4094,2460486.06,2024-06-24.5,879,2.41,0.0428,16.7,2.82,3.75,3.9e-08,5.1e-08,7.5e-08,1.1e-05,7.3e-06,1.4e-05,2.9e-05,7.2e-08,1.7e-08,6.6e-05,3.7e-05,AMO,"Otto Matic",3279,2011-01-30,2020-01-22,239,,,0,.4766,,,,,,,,,
"606605 (2018 KV)",,,20606605,606605,,,Y,N,0,17.28,,,,,,,,,,,,,,,,,"JPL 48",2460600.5,60600,2024-10-17.0,J2000,0.6820,2.609,0.830,29.04,192.35,167.59,152.18,4.39,0.2339,2459949.79,2023-01-05.2,1.54e+03,4.21,0.158,61.5,1.18,2.9,3.4e-08,5.7e-08,9.6e-08,6.8e-06,1.4e-05,1.5e-05,1.7e-05,9.6e-08,7.7e-09,5.1e-05,5.0e-05,APO,"Otto Matic",4139,2011-01-25,2022-05-26,276,,,0,.49726,,,,,,,,,
"606702 (2018 TO2)",,,20606702,606702,,,Y,N,0,20.13,,,,,,,,,,,,,,,0.45,,"JPL 17",2460600.5,60600,2024-10-17.0,J2000,0.5952,1.101,0.446,43.26,202.67,353.84,291.46,1.76,0.8536,2460680.80,2025-01-05.2,422,1.15,0.541,210,3.21,5.27,2.2e-07,9.8e-09,2.4e-07,3.7e-05,7.9e-06,7.1e-05,2.1e-04,1.6e-08,1.1e-08,2.5e-04,5.6e-06,APO,"Otto Matic",2963,2011-09-23,2019-11-03,79,,,1,.4909,,,,,,,,,
"606900 (2019 JC47)",,,20606900,606900,,,Y,N,0,20.43,,,,,,,,,,,,,,,0.43,,"JPL 16",2460600.5,60600,2024-10-17.0,J2000,0.4276,2.149,1.230,6.43,70.74,213.11,248.13,3.07,0.3128,2460958.10,2025-10-09.5,1.15e+03,3.15,0.224,87.2,2.11,3.58,3.7e-08,8.4e-09,8.1e-08,6.2e-06,5.0e-05,5.1e-05,8.2e-06,1.2e-08,1.8e-09,2.7e-05,6.8e-06,AMO,"Otto Matic",8034,2000-05-28,2022-05-27,84,,,0,.53793,,,,,,,,,
"606908 (2019 KB2)",,,20606908,606908,,,Y,N,0,18.32,,,,,,,,,,,,,,,0.28,,"JPL 18",2460600.5,60600,2024-10-17.0,J2000,0.5577,2.635,1.166,24.96,347.97,272.14,94.09,4.10,0.2304,2460192.19,2023-09-04.6,1.56e+03,4.28,0.44,171,2.21,3.05,5.4e-08,2.2e-08,1.4e-07,3.0e-05,2.0e-05,2.8e-05,9.5e-06,3.5e-08,2.9e-09,4.0e-05,2.0e-05,AMO,"Otto Matic",7516,2002-09-15,2023-04-14,148,,,0,.45102,,,,,,,,,
"606939 (2019 SD3)",,,20606939,606939,,,Y,N,0,21.80,,,,,,,,,,,,,,,0.20,,"JPL 18",2460600.5,60600,2024-10-17.0,J2000,0.1998,1.562,1.250,19.00,191.16,137.54,230.34,1.87,0.5048,2460857.36,2025-06-30.8,713,1.95,0.286,111,3.56,4.35,6.3e-08,1.0e-08,9.1e-08,5.4e-06,7.5e-06,1.9e-05,1.6e-05,1.2e-08,4.9e-09,3.2e-05,6.9e-06,AMO,"Otto Matic",4567,2011-04-21,2023-10-22,130,,,0,.70587,,,,,,,,,
